steps,ingredients,name,id
"In a small saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk, chocolate syrup, almond extract, dark roast coffee, chocolate, nutmegpreparation:In a large saucepan, combine milk","brewed coffee, milk, cream of coconut, nutmeg",coconut white russian,154181
"In a large pot, saute the onion in oil over medium-high heat until the onion is soft, about 5 minutes. Add the garlic and thyme. Cook until fragrant, 1 minute. Add the drained beans, bay leaves and enough water to cover beans. Bring to a boil over high heat, reduce temperature to simmer, cover and cook for 40 to 50 minutes or until beans are tender but not mushy. Check often and add from 1 to 2 cups additional water if beans start to cook dry. Drain beans, remove the bay leaves and fresh thyme springs, season with salt and pepper to taste. Please. If they are salted before they will not soften. When cool, divide into 1 cup servings and freeze in rigid container or vacuum pack in small bags.","olive oil, garlic cloves, cannellini beans, fresh sage, water, salt and pepper",mashed white beans,183513
Melt margarine in large non-stick pan over medium-low heat. Add marshmallows and stir until melted and smooth. Turn off flame. Stir in extracts. Fold in cereal and continue folding until well coated. Spray 13 x 9 pan with cooking spray and press mixture into pan. Cool and cut into squares.,"margarine, salt, miniature marshmallows, vanilla, unsweetened cocoa powder, cocoa krispies cereal",cocoa rice krispies treats,266618
"Heat oven to 350 degrees. Place cubed chicken in a ungreased rectangular baking dish, 13 x 9 x 2 inches. Bake chicken for 25-30 minutes, cook thoroughly. Meanwhile, start cooking your rice according to your package directions. Then in a large bowl, add the remaining ingredients and still well. When the chicken is done remove it from oven. Spoon in the ingredients from the bowl. Cover and cook for 30 minutes. Serve hot over rice and be sure to get lots of the juice.","chicken breast, sun-dried tomato, garlic cloves, olive oil, balsamic vinegar, black beans, salsa verde, brown rice",chicken escondido,358835
"Mix cream cheese, sour cream, apple, blue cheese, red onion, pecans, triscuit crackers. Bake on a greased cookie sheet for 10 minutes then allow to cool completely. In a small bowl, mix together cream cheese, sour cream, apple, blue cheese, red onion, pecans, triscuit crackers. In a small bowl, mix together cream cheese, sour cream,","cream cheese, sour cream, apple, blue cheese, red onion, pecans, triscuit crackers",apple blue cheese spread,343931
"Preheat oven to 350f. Lightly grease a 9 x 5 loaf pan. In a large bowl, combine the flour, baking soda and salt. In a separate bowl, cream together the butter and brown sugar. Stir the eggs, applesauce and mashed bananas into the butter mixture until well blended. Stir the banana mixture into flour mixture just to moisten. Pour the batter into the prepared loaf pan. Bake in a preheated oven for 60-65 minutes, or until a toothpick inserted into the center of loaf comes out clean. Let the bread cool in the pan for 10 minutes and then turn out onto a wire rack to cool.","flour, sugar, salt, baking powder, oats, eggs, bananas, vegetable oil, walnuts, blueberries",banana blueberry oatmeal bread,458339
"In a medium saucepan over medium-high heat, combine rice, broth, salt, butter, yellow onion, fresh parsley. Bring to a boil. Decrease heat to low and cook, covered, until rice is tender and liquid is absorbed, about 20 minutes. Remove from heat. Meanwhile, in a small skillet over medium heat, melt butter. Add in onion. Saute about 5 minutes, until tender. Stir sauteed onions into cooked rice. Add in parsley and fluff with a fork before serving.","white rice, apple juice, water, dry onion soup mix, margarine",apple onion rice,240691
"Preheat oven to 400. Cover a glass baking dish with aluminum foil and place the chicken breasts on top. Zest all 3 of the lemons into a small bowl, and then add the juice of 2 of the lemons. Add the pepper and all the other ingredients into the bowl. Mix the combine and pour over all the chicken breasts. Bake for 1 hour. Remove from the oven and drizzle with the lemon juice of the last lemon, and a few more grinds from pepper mill.","boneless skinless chicken breast halves, olive oil, lemon, juice and zest of, dried oregano, garlic cloves, salt and pepper",lemon oregano chicken,221878
"In a medium bowl, mix together sea scallops, ground cumin, chili powder, black pepper, olive oil, whole grain rice, cilantro, tomatoes, jalapeno pepper, lime. Place in rice cooker. Boil water. Add sea scallops, ground cumin, chili powder, black pepper, olive oil, whole grain rice, cilantro, tomatoes, jalapeno pepper, lime. Add scallops, ground cumin, chili powder, black pepper, olive oil, whole grain rice, cilantro, tomatoes, jalapeno pepper, lime. Add scallops, ground cumin, chili powder, black pepper, olive oil, whole","sea scallops, ground cumin, chili powder, black pepper, olive oil, whole grain rice, cilantro, tomatoes, jalapeno pepper, lime",fiesta style scallops,482353
"Preheat oven to 350 degrees. Mix all the ingredients together in a bowl. I prefer to use a mixing spoon over an electric mixer since the dough will be very stiff. On an ungreased cookie sheet, shape dough into round balls and then slightly press the dough down with the bottom of a cup. Bake for 8-9 minutes. Allow to cool and remove from cookie sheet. Makes around 24 cookies. Once cooled, frost with a buttercream frosting. Store in a sealed container.","vegetable oil, instant pudding mix, bisquick, egg",ethel s pudding cookies,71265
"Preheat oven to 350f. Spray cookie sheet with cooking spray. In a large bowl combine flour, sugar, cocoa, baking soda and salt. Stir in corn syrup and egg whites until throughly blended. Drop dough by rounded teaspoonfuls, about 1 inch apart onto prepared sheets. Bake 7 to 9 minutes, or until set. Remove cookies to wire rack to cool completely.","brown sugar, dark corn syrup, vanilla, baking soda, chocolate",sponge candy,258446
"Preheat oven to 350 degrees fahrenheit. Beat cream cheese at medium speed of electric mixer until fluffy. Mix in sugar. Add eggs one at a time, making sure the mixture is well blended. Stir in vanilla. Line 12 muffin cups with muffin paper, and place a chocolate wafer in each lined cup. Spoon the cream cheese mixture over the wafers. Bake for 20 minutes at 350 degrees. Remove muffin tin from oven, but leave the cakes in the muffin pan and refrigerate them overnight. Remove the cheesecakes from the muffin pan. To serve, spoon a tablespoon of cherry pie filling on each mini cheesecake.","philadelphia cream cheese, sugar, eggs, vanilla extract, vanilla wafer, blueberry pie filling",easy mini cheesecakes,290127
"To make sour sirloin, combine 2 cups of sugar and 2 cups of water over medium-high heat in a saucepan until the sugar is dissolved. Remove from heat and let cool completely before using. To store, refrigerate up to 2 months. In a glass, combine 2 cups of sugar and 2 cups of water over medium-high heat in a saucepan until the sugar is dissolved. Remove from heat and","round bone sirloin, lemon juice, orange juice, vegetable oil, whiskey, onion, peppercorns, salt, orange",whiskey sour sirloin,6923
"In a large bowl, combine all ingredients. Beat with electric mixer until light and very fluffy. Turn into 1 quart casserole dish. Bake at 350 degrees f. In the oven for 20 minutes or until puffed and lightly browned.","mashed sweet potatoes, egg yolks, salt, butter, marshmallows, cereal, crisco shortening",sweet potato marshmallow puffs,78096
"In a saucepan, melt butter over medium heat. Add flour and salt, blending well. Slowly add milk, stirring constantly. Cook until mixture boils and thickens. Set aside press tomatoes through a sieve or blend until smooth. In a soup pot, combine remaining ingredients and bring to a boil. Lower heat and simmer 10 minutes. Pour white sauce into soup, stirring constantly. Heat thoroughly before serving.","ground beef, tomatoes, potato, onion, stewed tomatoes, rice, macaroni, veg-all",grandma s vegetable soup,268736
Preheat oven to 350 degrees F. Place chicken breast on bottom of 9x13 baking pan. Pour soup mix over top. Bake covered for 30 minutes. Uncover bake an additional 5 to 10 minutes.,"cream of mushroom soup, cream of chicken soup, sauterne white wine, green pepper, water chestnuts, pepper, boneless skinless chicken breasts",chicken breasts elegant,147095
"In dutch oven or electric skillet, heat oil. Add onion, saute 2 min, add beef, cook and stir until done. Add flour, cook and stir 1 minute. Add milk, butter and spices, stir until creamy. Fold in macaroni. Top with cheese, cover and heat until cheese melts.","crushed tomatoes, water, cheese, frozen mixed vegetables, ground beef, milk, processed cheese",cheeseburger macaroni for a crowd,138777
"Preheat oven to 350 degrees. Place flounder fillets in a greased shallow baking dish. In a small bowl, combine sour cream, parmesan cheese, lemon juice, onion, and salt. Spread over fillets. Sprinkle with paprika. Bake 20-25 minutes or until fillets flake easily with a fork.","flounder fillets, plain low-fat yogurt, parmesan cheese, dijon mustard, fresh lemon juice, prepared horseradish",flounder with parmesan crust,122766
"In a mixing bowl, beat together all ingredients except tomatoes, then add the sun-dried toimatoes. Mix with an electric mixer until smooth. Gradually add sugar, beating until creamy. Cover and chill at least 1 hour or up to 3 days covered. Let stand at room temperature 30 minutes before serving.","sun-dried tomatoes, walnuts, cream cheese, boiling water",roasted walnut and sun dried tomato dip,90176
"Preheat oven to 425. Place chicken breasts in ungreased baking pan, 9 x 9 x 2. Spread 1 tsp butter on each of the four chicken breasts. Sprinkle salt and paprika on the breasts. Drizzle all with the lemon juice. Bake uncovered 35- 45 minutes or until tender. Sprinkle with snipped parsley and serve.","boneless skinless chicken breasts, lemon juice, garlic cloves, honey, balsamic vinegar, olive oil, fresh parsley, lemon, zest of, lemon",seared lemon chicken with garlic honey balsamic vinegar,258575
"Preheat oven to 425 degrees f. And grease a 8 inch square baking pan. Sift the cornmeal, flour, baking powder and salt together. In a seperate bowl mix the egg, buttermilk oil and honey. Add the egg mixture to the dry ingredients. Beat until smooth. Pour into pan. Bake 20 minutes edges may start to brown a little.","granulated sugar, whipping cream, honey, butter, salt",honey taffy,16744
"Preheat oven to 425 degrees f. In a large bowl, mix together maple oil, paprika, ground cinnamon, sweet potatoes, salt, brown sugar. Toss the potato strips into mixture, to coat well, and spread onto baking sheet in a single layer. Sprinkle with salt and brown sugar. Bake for 30 minutes, turning every 10 minutes.","sweet potatoes, vegetable oil, maple syrup, cinnamon, ground ginger, nutmeg",sweet potato fries with cinnamon and maple syrup light,226654
"Heat oil in a saute pan over medium heat. Add garlic and stir for around 5 minutes until golden, but not burned or bitter. Remove pan from heat, let cool. Place tomatoes and basil in serving bowl, pour cooled oil and garlic over. Toss well.","french bread, roma tomatoes, fresh basil, garlic cloves, extra virgin olive oil, salt",grilled tomato and basil bruschetta,387757
"Preheat oven to 325 degrees f. In 2 pans place tomato halves cut side up. Sprinkle with oil, salt and pepper, onion, garlic, and herbs. Bake tomatoes for 2 hours. Check the tomatoes after 1 hour and turn down the heat if they seem to be cooking too quickly. Then turn the oven to 400 degrees and bake another 30 minutes. Remove from the oven and process tomatoes through a food mill using a medium dye over a small saucepan. Discard skins. Add wine, bring to a boil, reduce heat to low and cook for 5 minutes.","whole canned tomatoes, garlic cloves, dried oregano, dried basil, salt, fresh ground black pepper",michael symon s homemade pizza sauce,472581
"Preheat oven to 350 degrees fahrenheit or 175 degrees celsius. Mix the flour, baking powder, and baking soda together in a bowl. Set the mixture aside. Cream the butter and sugar. Beat in the egg and vanilla extract. Once combined, slowly blend in the dry ingredients until evenly mixed. Searate dough into tablespoon-sized balls. Place onto an ungreased cookie sheet. Bake for 5 to 7 minutes. Let the cookies sit for 2 minutes before cooling on wire racks.","butter, sugar, brown sugar, salt, flour, cream of tartar, baking soda",easy bake oven angel cookies,345771
"Preheat oven 350 degrees. Cut up the apples into small chunks and place them on the bottom of a lightly greased pie pan. Combine the sugar, flour, eggs and half of the vanilla into a bowl and mix well. Pour the mixture over the apples and sprinkle with remaining vanilla. Put into preheated oven for 20-30 minutes.","eggs, sugar, milk, bittersweet chocolate, butter, vanilla, pie crust, apples, walnuts",delicious chocolate apple walnuts pie,442518
"In a medium sized glass bowl mix together the tomatoes, jalapeno pepper, cilantro, onion, garlic, sugar, salt and pepper. Combine well. Add in the juice. Cover and refrigerate for 3-4 hours before serving. Serve with fresh tortilla chips.","green chilies, red onion, jalapeno, cilantro leaf, lemon juice, seasoning",easy salsa,437026
"Combine sandwich bread, eggs, mustard, mayonnaise, cornichons, paprika, vinegar, salt and pepper, butter in small bowl. Place sandwich bread, eggs, mustard, mayonnaise, cornichons, paprika, vinegar, salt and pepper, butter in small bowl. Place sandwich bread, eggs, mustard, mayonnaise, cornichons, paprika,","sandwich bread, eggs, mustard, mayonnaise, cornichons, paprika, vinegar, salt and pepper, butter",egg salad tea sandwich,454517
"Combine all ingredients in a large bowl, whisking together well with a whisk. Set aside.","edamame, canola oil, carrot, onion, kung pao sauce, low sodium soy sauce, red pepper flakes",edamame in kung pao sauce,387281
Preheat oven to 350f. Combine all ingredients in a large bowl. Bake in oven for 1 hour. Bake in,"prepared pizza crust, condensed bean with bacon soup, ketchup, prepared mustard, dried onion flakes, frankfurters, cheddar cheese",pauper s pizza,366712
"Heat the oil in a heavy 4-quart saucepan over med-high heat. Add in the onion, carrots, and celery. Cook, stirring, until the vegetables begin to soften, 2-3 minutes. Add in the split peas, broth, and water. Bring to a boil. Partially cover pan, decrease heat to med-low, and simmer until the soup is thick, about 45 minutes. Season with salt and pepper to taste. You can add fresh herbs. Fresh dill is recommended. Also can add meat and ham bones to make it richer.","smoked sausage, reduced-sodium chicken broth, dried split peas, carrots, celery ribs, onion, dried marjoram, bay leaf",savory split pea soup with smoked sausage,270732
"Preheat oven to 350 degrees. Whisk the oil, chili powder, ground cumin, paprika, ground coriander, black pepper, chickpeas and saut for 1 minute. Add chickpeas and saut until heated through. Add peas. Season with black pepper and serve hot.","olive oil, chili powder, ground cumin, paprika, ground coriander, black pepper, chickpeas",spiced roasted chickpeas,172399
"Preheat oven to 200d celsius lightly grease 4 ramekins and place on a baking tray. Heat a medium sized fry pan over a moderate heat and add the oil to the pan, then add the spinach and season with salt and pepper. Cook until the leaves are just softened. Drain the spinach in a colander and as soon as spinach is cool enough to handle, squeeze out excess liquid. Divide the spinach between the ramekins and break two eggs on top of the spinach. Pour one tablespoon of cream over the eggs and sprinkle with one tablespoon of parmesan. Bake for 10-12 minutes or until the eggs are set and puffed up. Serve immediately with toast.","hard-boiled eggs, cream cheese, parmesan cheese, sour cream, green onions, seasoning salt, cayenne pepper, frozen chopped spinach, fresh chives",spinach stuffed eggs,102938
"Combine all ingredients except pasta in small sauce pan. Cook on high heat until bubbly, stirring often. Turn down heat and cover. Simmer at least 30 minutes for best flavor. Cook pasta according to package directions. Sauce may be thinned with water reserved from pasta if desired. Serve with parmesan cheese.","linguine, garlic cloves, crushed red pepper flakes, extra virgin olive oil, anchovy fillets, flat leaf parsley, black pepper",aglio olio garlic and oil pasta,136312
"Preheat oven to 350 degrees. Spray a 9x9-inch cake pan with non-stick spray. In a large bowl, cream butter and splenda. Beat in eggs and vanilla. In a separate bowl, mix graham cracker crumbs, baking powder, salt. Add dry ingredients to wet, mix well to combine. Add milk and walnuts, stirring until just combined. Spread half of mixture into prepared cake pan. Spread half of pie filling over top. Spread remaining batter carefully over apples and arrange remaining apple pie filling over top. Bake for 45 to 50 minutes. Place cake pan on a wire rack and let set for at least 10 minutes before removing from pan.","graham crackers, margarine, sugar, eggs, vanilla, cream cheese, cherry pie filling",cherry delight,449736
"Preheat oven to 400 degrees. Butter a 2-quart casserole dish. In a large bowl, combine all ingredients, except the grated cheddar cheese. Spoon into prepared baking dish. Bake, uncovered for 15 minutes. Remove from oven, top with grated cheddar, bake for 5 minutes longer. If desired, roasted garlic may be added to mixture.","milk, butter, flour, jalapeno jack cheese, frozen spinach, oysters, artichokes, sliced water chestnuts, cheddar cheese",special spinach au gratin,68710
"In a heavy saucepan, combine the sugar, milk & butter. Bring to a boil. Cover and simmer for 5 minutes. Uncover and cook over medium heat until a candy thermometer reads 238. Remove from heat. Stir in peanut butter and vanilla. With a wooden spoon, beat until thick and creamy, about 5 minutes. Transfer to a buttered 8-inch square dish. Cool and cut into squares.","granulated sugar, milk, peanut butter, butter, vanilla extract",super easy peanut butter fudge,332323
"Preheat oven to 400c line a cookie sheet with parchment paper. Beat butter and sugar until light and fluffy. Add the rest of the ingredients and mix. The dough is quite stiff and crumbly, but you should still be able to form it into balls that stick together. Roll dough into 1 inch balls and place on the cookie sheet. Bake in the preheated oven for about 15 minutes or until golden. Allow to cool on the cookie sheet for a while and then transfer carefully on a wire rack to cool completely. Dust warm cookies with powdered sugar.","butter, eggs, vanilla, frozen pineapple concentrate, whole wheat flour, baking soda, rolled oats, crushed pineapple, shredded coconut",bob s pina colada cookies,350090
"Combine flour, baking powder, and sugar. In a separate bowl, mash the banana and add the soy milk and peanut butter. Combine flour mixture and peanut butter mixture. Let batter sit for 5 minutes while spraying the griddle and heating it. Pour 3 inch pancakes and cook for 2 minutes on each side. Serve with maple syrup, fruit spread, bananas, etc.","all-purpose flour, old fashioned oats, baking powder, salt, creamy peanut butter, soymilk, brown sugar",yummy vegan peanut butter cookies,162909
"In a large, deep skillet, heat 2 tablespoons of the olive oil. Add the broccoli, cut side down, cover and cook over moderate heat until richly browned on the bottom, about 8 minutes. Add the remaining 1 tablespoon of olive oil along with the garlic and the crushed red pepper and cook uncovered until the garlic is golden brown, about 3 minutes. Add the remaining 1 tablespoon of olive oil along with the garlic and the crushed red pepper and cook uncovered until the garlic is golden","water, gingerroot, cinnamon stick, cloves, coriander seeds, honey, star fruit, brown sugar",broiled star fruit in ginger,155520
"In a small bowl, combine the coconut oil, head cauliflower, white onion, garlic, water, salt, white pepper, parsley and mix well. Add the coconut oil, head cauliflower, white onion, garlic, water, salt, white pepper, parsley and mix well. Add the coconut oil, head cauliflower, white onion, garlic, water, salt, white pepper,","coconut oil, head cauliflower, white onion, garlic, water, salt, white pepper, parsley",cauliflower rice vegan,507672
"Preheat oven to 350-degrees. Process cookies in food processor until finely ground. Combine crumbs, butter, salt, vanilla and almonds, stirring until crumbs are moistened. Press mixture evenly across 9-inch pie plate. Bake crust until crisp, about 7 minutes. Let cool completely before filling. Crust may also be wrapped tightly in plastic and frozen up to one month.","pie crust, eggs, real maple syrup, lemon juice, cinnamon, butter, pure vanilla extract, salt, walnut pieces",maple walnut pie,68774
"Preheat oven to 425 degrees. Mix oil, and seasonings in a large bowl. Add chicken and potatoes. Toss to coat. Arrange chicken and potatoes in single layer in pan. Roast in oven for 30 minutes or until chicken is cooked through and potatoes are tender, turning potatoes occasionally.","red potatoes, red bell pepper, boneless skinless chicken breasts, nonfat sour cream, cream of chicken soup, ranch dressing mix, garlic salt",chicken with red potatoes,196803
"Preheat oven to 350 degrees fahrenheit. Grease and flour a 9 x 9-inch pan. In a bowl, beat together the butter and sugar. Add eggs and vanilla. Mix well. Combine the cocoa, salt, and flour together. Stir into the sugar mixture. Stir in the walnuts. Spread evenly into prepared pan. Bake at 375, for 12-15 minutes.","butter, brown sugar, granulated sugar, eggs, vanilla, all-purpose flour, baking powder, salt, apple, nuts",apple brownies,75123
Slice egg in half lengthwise and place on greased cookie sheet. Bake at 375 for 10-15 minute.,"egg, water, cornstarch, flour, salt, sugar",chinese egg roll wrap,19099
"Place the olive oil in a large skillet over low heat. Add the tomatoes, garlic, half of the pinenuts, rocket and basil in a food processor and process until smooth. Toast the remaining pinenuts until golden. Set aside. Slowly add the oil to the olive oil while the processor is running. Turn the processor off and then stir through the parmesan. Stir pesto through the pasta then sprinkle with the reserved pinenuts. Serve immediately with salad and crusty bread.","fettuccine pasta, eggs, cream, coarse grain mustard, sun-dried tomato, black olives, parmesan cheese, fresh basil, salt & freshly ground black pepper",sun dried tomato olive and parmesan carbonara,31024
"Preheat oven to 350 degrees f. Cream together butter and sugar until smooth. Add eggs and vanilla, mixing well. In a separate bowl, mix flour, baking soda, and salt. Add to creamed mixture. Stir in pecans. Drop by heaping tablespoonfuls onto an ungreased cookie sheet. Bake at 350 degrees f. For 11-14 minutes or until light golden. Transfer cookies to wire rack to cool.","butter, cream cheese, all-purpose flour, brown sugar, egg, vanilla, pecan halves",pampered chef pecan tassies,403885
"Heat the butter in a large pan over low heat. Add sliced onions and cook until soft, translucent and lightly browned, stirring often. Add the sugar and continue stirring until the onions are deep brown in colour. This may take around 20 minutes. Add flour and cook for 3 minutes. Add water and bonox and simmer for 30 minutes. Top each slice of the baguette with a tablespoon of parmesan cheese. Toast baguette under a hot grill until golden brown. Serve baguette on top of the soup, and sprinkle with chopped parsley.","barley, water, raisins, sugar, lemon juice, cinnamon stick, wine",wijnsoep wine soup,238297
"Place mahi mahi fillets in a ziploc bag and let marinate at room temperature for 30 minutes. Spray non-stick baking pan with cooking spray. Place fish in pan. Drain juice from pineapple, reserve. Combine pineapple juice with curry powder and pour over fish. Add pineapple chunks and pepper slices on top of fish. Wrap pan tightly with foil. Bake for 15 minutes at 350 degrees, then uncover and bake for 5 minutes more, until fish flakes easily with fork.","mahi mahi fillets, lemon juice, olive oil, fresh oregano, of fresh mint, garlic, lemon peel, salt",greek style marinated mahi mahi,150466
"Add honey, cinnamon, sugar, tea, bourbon, ice, mint sprig. Serve over crushed ice. Garnish with mint leaves.","irish whiskey, brewed tea, honey, lemon juice, cinnamon stick",irish whiskey honey remedy,268871
"Heat oven to 350f degrees. Spray a small ovenproof dish with nonstick cooking spray. Place the brie in this dish. Spread sour cream over brie as though frosting a cake. Sprinkle top with brown sugar, then with pecans. Dot top with butter. Bake until cheese is very soft to the touch, 15-18 minutes. Increase heat to 425f and bake 5 minutes longer. Brie will be starting to melt on the bottom and the sugar will be bubbling on the top. Serve with bread, sliced apples and crackers.","brie round, apricot preserves, frozen puff pastry, egg white",brie cheese appetizer france,372645
"In a large serving bowl put the lettuce, carrots, feta cheese, cherry tomatoes and saute for about 3 minutes. Add the remaining vegetables and continue cooking until they are done to your taste. Grind some fresh black pepper over all and stir well. Place in serving platter and sprinkle a small amount of grated parmesan cheese over all.","lettuce, zucchini, carrots, feta cheese, cherry tomatoes",veggie salad,355734
"In a blender, combine the first five ingredients. Cover and process until smooth. Gradually add ice, blending until slushy. Pour into chilled glasses. Garnish with whipped topping, chocolate syrup and cherries.","bananas, strawberries, grape juice, nonfat yogurt, honey, pistachio nuts",mixed fruit smoothies,42520
Cook on low 6 hrs or high 4 hours.,"onion, green pepper, whole tomatoes, crushed tomatoes, diced tomatoes, red kidney beans, ground beef, chili seasoning mix",dad s chili,336517
"Add all ingredients to a bowl and stir to combine. Use immediately or store in an air-tight container for later use. To use, sprinkle a generous amount of the dry rub over meat or fish. Pat the rub into the surface of the meat to help it adhere. Grill the coated meat over an open flame or add to a hot, well oiled skillet.","espresso coffee, kosher salt, light brown sugar, sweet paprika, fresh coarse ground black pepper, garlic powder, onion powder, ground cumin, ground coriander, unsweetened cocoa powder",java rub,249696
"Heat oil in a deep fryer to 365 degrees f. Rinse fish, pat dry, and season with salt and pepper. Combine flour, garlic powder, paprika, 2 teaspoons salt, and 2 teaspoons pepper. Stir egg into dry ingredients. Gradually mix in one beer until a thin batter is formed. You should be able to see the fish through the batter after it has been dipped. Dip fish fillets into the batter, then drop one at a time into hot oil. Fry fish, turning once, until both sides are golden brown. Drain on paper towels, and serve warm.","bread, salt cod fish, potatoes, salt pork, onions, butter, flour, water",fish and brewis,75738
"Mix flour, baking powder, sugar, eggs, butter, milk, raisins, vanillapreparation:Mix just until all flour is moistened. Roll out dough onto lightly floured surface with rolling pin. Roll out to about 2 inch thickness. Use a round cookie cutter or the top of a glass to cut out buns. Put them into a 13x9-inch baking pan. Place them all together, no need to separate them. Bake at 450f until golden brown about 12-15 minutes.","flour, dry yeast, milk, water, vegetable oil, white sugar, salt",tasty buns,35889
"Preheat oven to 350 degrees f. Spray 9 by 13-inch casserole dish with pam. Put broccoli, garlic salt and pepper in a bag and toss. Place in casserole dish and top with cheddar cheese. Cover and bake for 20 minutes.","extra virgin olive oil, butter, onion, garlic cloves, broccolini, dijon mustard, mayonnaise, rye bread, sharp cheddar cheese",broccolini or broccoli cheddar melts,171387
"Heat 1 tbsp olive oil in heavy skillet. Add beef and brown. Sprinkle with flour and cook an additional minute. Add water, wine, soup mix and bouillon and stir. Transfer to casserole dish with lid and bake at 325f for 3 hours. Ensure it does not go dry by adding wine or water. Fry mushrooms in pan with 1 tbsp olive oil. Add mushrooms to mixture and return to oven for an hour. Cook noodles as directed. Remove mixture from oven and stir in sour cream. Serve over noodles.","lean ground beef, lipton onion soup mix, flour, tomato paste, water, sour cream, egg noodles, parsley",lipton chopped beef stroganoff,37511
"Add in the vodka, lime juice, sugar, soda water, blue curacao, green creme de menthe. Shake vigorously for 5-10 seconds. Pour into the glass. Add in the sprite to the glass. Shake vigorously for 5-","vodka, lime juice, sugar, soda water, blue curacao, green creme de menthe",secret from the blue lagoon,15666
"Preheat oven to 180dc. Heat oil in a heavy based pan, add onions, apples and ginger and cook until soft. Add mustard seeds and water and cook for 15 minutes. Remove mixture to warmed ovenproof dish. Deglaze pan with cider and add to onion mixture. Fry sausages in pan until browned. Drain and add to onion mixture. Bake in oven, uncovered for 25-30 mins. Serve with mashed potatoes.","unsalted butter, chicken-apple sausages, onions, light brown sugar, salt, fresh ground pepper, fresh thyme, garlic, dark beer, bourbon",emeril s bourbon braised chicken and apple sausage with onions,158322
"Heat oil in a heavy skillet over high heat. Add garlic and turn steaks to coat. Season with salt& pepper, and cayenne pepper. Fry steaks until brown on both sides, turning once, about 4 minutes. Transfer to plates and serve. You can grill if you prefer.","rib eye steaks, fresh coarse ground black pepper, garlic cloves, salt, brandy",pepper rib steak flambe,104578
"Bake skewers for 10 minutes, or until cooked.","bamboo skewers, fresh pineapple, red bell pepper, boneless skinless chicken breast, mango chutney, orange juice, vanilla, ground nutmeg",caribbean chutney kabobs,233815
"Heat oil in skillet over medium-high heat. Add coconut oil, jumbo shrimp, green onion, amaretto liqueur, coconut milk, heavy cream, sugar, coconut extract, vanilla extract. Cook for 3 minutes then turn shrimp. Add coconut oil, jumbo shrimp,","olive oil, jumbo shrimp, green onion, amaretto liqueur, coconut milk, heavy cream, sugar, coconut extract, vanilla extract",chef lin s coconut shrimp,345793
"Preheat oven to 425 degrees. Lightly grease 13-by-9-inch baking pan with cooking spray. Unroll beef cubes, onion, garlic cloves, diced tomatoes, water-packed artichoke hearts, fresh basil, salt, olive oil, parmesan cheese. Cover with drained tomatoes, artichoke hearts, and mushrooms. Sprinkle with feta cheese and sliced bell pepper. Bake for about 20 minutes until crust is golden brown.","boneless beef cubes, onion, garlic cloves, diced tomatoes, water-packed artichoke hearts, fresh basil, salt, olive oil, parmesan cheese",beef with tomatoes and artichokes easy elegance in 30 minutes,237993
"Preheat oven to 350 degrees. Place roast in a large roasting pan. Combine soup mix, broth and beer in a bowl and stir until soup mix is dissolved. Pour over roast and place onions around it. Bake for 2 to 3 hours, basting frequently, or until beef is tender and looks stringy when pulled with a fork. If roast starts getting too crispy, cover pan with foil or lid. Slice meat thinly and serve on rolls. Serve juices in individual cups or bowls to dip sandwiches into.","sour cream, dijon mustard, prepared horseradish, french baguettes, provolone cheese, roast beef, alfalfa sprout",hearty oven roast beef sandwiches,86621
"Heat olive oil in large pot over medium-high heat. Add garlic and coriander and cook until fragrant. Add spinach and cook until there is no more pink. Add lentils, chicken broth, and bay leaves. Cover and bring to a boil, turn down heat and simmer for 10 minutes. Add potatoes and cook for 15-20 minutes. When potatoes are soft add spinach and stir until completely wilted. Add olives and spinach. Add spinach and cook for 15-20 minutes. When potatoes are soft add olives and spinach. Cover and bring to a boil, turn down heat and simmer for","spinach, onion, vegetable oil, garlic cloves, lentils, salt, ground cumin, pepper",lentils with spinach,298391
