Unnamed: 0,result
3630,"Heat oven to 325 degrees. Prepare pastry. In small sauce pan, combine butter, breadcrumbs, basil, garlic cloves, pine nuts, tomatoes, white onions, salt & freshly ground black pepper. Cover with a layer of lemon slices, sprinkle with a layer of sugar. Layer tomatoes, lemon and sugar until pie is full. Bake at 350f until brown and bubbly, about 50 to 60 minutes."
3631,"Bring tea to a boil in a tea kettle. In a large tea pot, place tea bags, orange zest, mint leaves and cloves and then pour boiling water over all. Add sugar and stir until dissolved. Cover and let steep until cool. Strain tea through mesh strainer into a large pitcher filled with ice. Stir in grapefruit juice. Serve over ice in large glasses, garnished with mint sprigs, if desired."
3633,"Preheat oven to 325 degrees. Beat cream cheese in bowl with electric mixer on medium, until creamy. Add sugar and beat until well blended. Add sour cream, lemon juice and lemon peel. Mix well. Add eggs, 1 at a time, mixing on low speed after each addition just until blended. Pour batter into pie shell. Bake at 325 degrees for 35- 40 minutes or until center is almost set. Cool completely on wire rack. Refrigerate 4 hours or overnight."
3635,Spray a large skillet with cooking spray. Heat tortillas and chicken over medium-high heat for 7 minutes. Pour sauce in skillet and stir to blend. Sprinkle with cheese and cover. Heat until cheese is melted and sauce is hot.
3636,"Preheat oven to 180 c. Grease or line cookie tray. Mix together sugar and butter. Add egg yolk and vanilla, mix well. Stir in flour and choc chips. Place teaspoonfuls onto tray and bake for 12 minutes."
3637,"Heat olive oil in pan. When the oil is hot, add the mushrooms, salt and sharry. Cover, and lower heat. Cook until liquid is released from mushrooms, about 10 minutes. Drain and set aside. Toast bread slightly, just to dry it out a bit. Spread toast with alioli and top with mushrooms. Broil for about 30 seconds or until alioli starts to bubble. Serve warm."
3638,"Slice eggs in half lengthwise. Gently remove yolks to small bowl. Set whites aside. Mash yolks with a fork. In a separate small bowl, whisk mayonnaise, sugar, vinegar, mustard, salt, pepper, paprika until smooth. Mix into mashed yolks and stir to blend well. Stuff or pipe yolk mixture into egg whites halves. Sprinkle with paprika and minced parsley as desired."
3639,"In large mixing bowl, mix all ingredients together. Fold until all is blended. Keep refrigerated in mason jars with lids, or in containers with tightly fitting lids. To make garlic bread, slice french bread and place on cookie sheet. Spoon spread onto bread. Toast, bake, or broil until cheese is bubbly and nicely browned."
3641,Combine all ingredients in a 4-quart crockpot. Cover and cook on lo heat 9-11 hours or until vegetables are tender. Stir in the frozen vegetables which have been thawed. Cover and cook on hi heat 1 hour. Serve with parmesan cheese.
3642,"Heat 2 teaspoons of oil over high heat and add 4 rashers of bacon and cook for 2-3 minutes or until crip and then set aside. Heat another 2 teaspoons of oil in the pan and add chopped brown onion and garlic and cook for 1 minute. Add potatoes, 2 sprigs thyme, chicken stock and water and bring to the boil and then reduce heat and simmer for 15-20 minutes. Blend until smooth and stir through cream. Divide into serving bowls and top with crispy bacon to serve."
3644,"Heat oil in a nonstick skillet, add one tortilla. Layer with half the cheddar cheese, all of the chicken and mushrooms and half the monterey jack cheese. Top with the second tortilla. Cover and heat until cheese melts and bottom tortilla is crisp and golden brown. Turn over. Sprinkle remaining cheese on top. Cook until bottom tortilla is crisp and golden brown and cheese is melted. Cut into wedges and serve with sour cream and salsa if desired."
3645,"Put dill butter in a saucepan. Add 1 inch of water. Bring to a boil. Reduce heat. Cover and cook for 8-10 minutes or until crisp-tender. Drain and set aside. In the same pan, combine butter, fresh dill, fresh lemon juice, salt and pepper, baby carrotspreparation:Put dill butter in a saucepan. In the same pan, combine butter, fresh dill, fresh lemon juice, salt and pepper, baby carrotspreparation:Put dill butter in a"
3646,Preheat oven to 400f. Grease muffin tins. Place all dry ingredients in a mixing bowl and mix up with an electric mixer. Add the liquids and mix smooth. Place 2 tablespoons of batter in the bottom of each of the greased muffin cups. Add 1 tablespoon of crunchy style peanut butter. Add the remaining bit of batter and bake for approx. 25 minutes or until a tooth pick comes out clean.
3647,"To make the stuffing, melt butter, add onion, saut gently and add all other ingredients except fish. Cut each fillet in half lengthwise. Place stuffing on each fillet, roll up and wrap a thin slice of bacon around each roll. Place in a buttered ovenproof dish, cover and bake in a moderate oven for 15 minutes. Remove cover to brown the dish for last five minutes. Garnish with lemon wedges and parsley."
3648,"Heat 1 tbs oil in a saucepan and fry ginger and garlic paste for approx 2 minute, making sure not to brown the paste. Add hot water. Wash the lentils and put into the water. Add salt and tsp of turmeric. Bring to boil then lower heat and cook for 10 to 15 minutes, stirring once or twice. Heat oil in another saucepan and fry onion till light brown. Add onions and fried seed mixture to lentils, stir through. Serve with basmati rice."
3649,"Preheat oven to 325f. Whisk egg white until foamy. Mix in spices. Stir in cheerios or chex. Coat a large cookie sheet with vegetable spray, and spread mixture on it. Spray the cereal with a light coating of more vegetable spray. Place in oven and stir every 5 minutes, for a total of 15-20 minutes. Cool completely enjoy."
3653,"Cook the jasmine rice in a small amount of water until crisp tender, about 4 minutes. Drain well and place in a large bowl. Combine the remaining ingredients and pour over asparagus. Toss to coat. Cover and chill for 1 hour. Serve warm."
3654,"Place all ingredients in a heavy saucepan. Bring to a boil over medium heat, then reduce heat to a simmer. Cover and cook, stirring occasionally, until reduced to a chunky sauce, about 10 minutes. Remove from the heat, cool, and refrigerate until needed. You can also freeze in ice cube trays. Keep frozen cubes in a plastic bag so you can remove one portion at a time."
3655,"Combine all ingredients except parmesan cheese. Mix ingredients lightly till well blended. Press lightly into an 8 by 8 pan. Cover with waxed paper & microwave on high for 12 to 14 minutes, turning dish once. Drain fat, if needed. Sprinkle top with parmesan cheese & cook uncovered on high for 1- 2 minutes or till cheese melts. Let stand 5 minutes before serving."
3656,"Place beans in a saucepan and cover with water. Bring to a boil. Reduce heat. Cover and simmer until crisp-tender. Meanwhile, in a skillet, saute mushrooms, onion and garlic in oil until tender. Stir in water chestnuts and seasonings. Heat through. Drain beans and stir into skillet. Sprinkle with parmesan cheese. Serve immediately."
3657,"Preheat oven to 350 degrees. In a large skillet over medium high heat, saute the beef and onion for 5 to 10 minutes, or until meat is browned and onion is tender. Drain fat. Add the celery, chili, tomatoes, taco sauce and corn. Heat thoroughly, reduce heat to low and allow to simmer. Meanwhile, prepare the noodles according to package directions. When cooked, place them in a 9x13 inch baking dish. Pour the meat mixture over the noodles, stirring well. Top with the cheese. Bake at 350 degrees f for 25 minutes, or until cheese is completely melted and bubbly."
3658,"Preheat oven to 350 degrees. Butter an 8-inch square, 3-inch deep baking pan or casserole. Cook bacon in a skillet over medium heat until crisp. Drain off all but 1 tbls of the bacon grease. Add the onion to skillet and fry until tender but not browned, about 3 minutes. Beat the eggs in a large bowl, then add the spinach, flour and milk. Stir until well blended. Add the spinach-onion mixture and stir to combine. Season with salt and pepper. Pour into prepared pan. Cover top with cracker crumbs and dot with butter. Bake until a knife inserted in center comes out clean, about 20 to 30 minutes."
3659,"Preheat oven to 350 degrees fahrenheit. Beat cream cheese at medium speed of electric mixer until fluffy. Mix in sugar. Add eggs one at a time, making sure the mixture is well blended. Stir in vanilla. Line 12 muffin cups with muffin paper, and place a chocolate wafer in each lined cup. Spoon the cream cheese mixture over the wafers. Bake for 20 minutes at 350 degrees. Remove cheesecakes from the muffin pan. To serve, spoon a tablespoon of cherry pie filling on each mini cheesecake."
3660,"Heat a large saute pan over medium-high heat. Add the olive oil and heat. Add the garlic and cook for 1 minute. Add the chicken and cook about 4 minutes per side, or until cooked through and juices run clear. Remove the chicken and set aside. To the same pan, add the spinach and cook just until wilted, about 1 to 2 minutes. Lower the heat to medium and add the balsamic vinegar and chicken broth to the pan and stir, scraping the bottom of the pan to remove any browned bits. Add the tomatoes, bring to a simmer and cook 3 to 5 minutes. Place the couscous in a serving bowl. Top with the spinach, chicken and balsamic-tomato sauce."
3661,"Place beef in slowcooker. Add sliced onions. Mix together the vegetable juice, brown gravy mix, garlic, pepper and thyme. Pour liquid mix over beef in slowcooker. Cover with the lid and cook on low for about 7-8 hours or until desired doneness."
3662,"Place potatoes and garlic in a large pot and cover with water. Bring to a boil then cover and reduce heat. Simmer for 20-25 minutes or until the potatoes are tender. Drain well, then return potatoes to the pot. Add the butter, milk and salt and mash well. Stir in parmesan cheese."
3663,"In a large saucepan, heat oil over medium heat. Add the onion and ginger and cook over med. Heat, stirring, until softened, about 5 minutes. Add the rice and cook, stirring, until coated with the oil. Stir in the kidney beans and scotch bonnet, then stir in the coconut milk and water. Season with salt and pepper and bring to a boil. Cover and cook over low heat until the rice is tender and the liquid is absorbed, 18 minutes. Remove the rice from the heat and let stand, covered, for 5 minutes. Fluff with a fork. Stir in the scallions and season with salt and pepper. Discard the scotch bonnet and serve."
3664,"Preheat oven to 375f and butter and flour a 9-inch cake pan with high sides, line bottom with parchment paper. Finely grind almonds with 2 tablespoons of sugar in food processor. Mix yolks, 2 tablespoons sugar, lemon zest, cinnamon and a pinch of salt in a bowl until thick and smooth. Add almond mixture, stir. Separately beat egg whites until soft peaks form, then gradually add 4 tablespoons sugar, beating until egg whites are stiff but not dry. Fold half of egg whites gently into almond mixture, then add other half and finish folding in gently. Transfer to prepared pan. Bake until toothpick inserted in center comes out clean, about 30-35 minutes. Cool on rack, turn out onto serving platter."
3665,"Heat the oil in a saucepan. Add garlic and onion and cook on a low slow heat until the onions are transparent. Add chillies to the garlic and onion mixture and cook until the chillies are soft. Again being careful not to brown or burn the garlic, onion and chilli mixture. Next, to the mixture in the saucepan, add the tamarind paste, fish sauce and the sugar. Simmer for ten minutes then turn off heat. Cool for a few minutes and then pour the mixture into a blender or food processor and blend until the mixture is the consistency of jam. Pour into sterilised jam jar and store in fridge. The chilli jam will last for a couple of weeks in the fridge."
3666,"Place the pita in a large resealable plastic bag. Add ceaser dressing. Seal bag and turn to coat. In a large nonstick skillet, saute pork in oil for 7-8 minutes or until juices run clear. Fill each pita half with pork, cucumber, and onion. Drizzle with cucumber dressing."
3667,"Preheat oven to 375f. Line a baking sheet with aluminum foil. In a small bowl, combine paprika, cumin, cayenne pepper, black pepper and salt. Divide in half. In a medium bowl, combine half of spice mixture, sweet potatoes, olive oil and maple syrup. Toss to coat sweet potatoes thoroughly. Spread sweet potatoes onto foil-lined baking sheet into a single layer, leaving two spaces in the middle for the pork chops. Rub remaining half of spice mixture lightly over both sides of pork chops and nestle into spaces made in sweet potatoes. Roast for 35-40 minutes or until pork chops are done."
3668,"Preheat oven to 350 degrees fahrenheit. Beat cream cheese at medium speed of electric mixer until fluffy. Mix in sugar. Add eggs one at a time, making sure the mixture is well blended. Stir in vanilla. Line 12 muffin cups with muffin paper, and place a chocolate wafer in each lined cup. Spoon the cream cheese mixture over the wafers. Bake for 20 minutes at 350 degrees. Remove muffin tin from oven, but leave the cakes in the muffin pan and refrigerate them overnight. Remove the cheesecakes from the muffin pan. To serve, spoon a tablespoon of cherry pie filling on each mini cheesecake."
3671,"Preheat oven to 375f grease or line a baking sheet. Cut the crusts off of the bread slices, then cut each piece of bread into 3 equal rectangles. In a small bowl, combine cream cheese, garlic powder and parsley. Spread a layer of cream cheese mixture on each bread rectangle, and roll up. Wrap a slice of bacon around each of the bread rolls and secure them with toothpicks. Arrange the roll ups on the prepared baking sheet. Bake until the bacon is crisp, approximately 20 minutes."
3672,"Combine eggs, sugar, vanilla, chocolate chips, dark corn syrup, oleo, salt, almonds in a medium mixing bowl. Cut in butter with pastry cutter or fork. Spread the mix into a nine inch pie pan and shape with fingers or bottom of a spoon to cover the bottom and sides. Bake for 15 minutes in oven at 350 degrees. Let cool. Pour in filling or use in place of graham cracker crusts."
3673,"Scoop the avocado out of the skin into a bowl. Coarsely mash with fork or potato masher. Add all other ingredients except the lime juice. Lightly blend - authentic guac is chunky, not pureed. Squeeze in lime juice, mix gently and taste for seasoning adjustments."
3675,"Mix water and dressing. Pour over chicken in the bottom of a skillet. Cover and cook chicken until done and no longer pink. In a small mixing bowl, beat cream cheese and soup until no longer lumpy. Pour over chicken in"
3676,"In a medium saucepan, combine 2 cups water, sugar, and lemon juice. Bring to a boil over medium-high heat. Boil for 2 minutes. Remove from heat, and cool completely. Stir in lemon juice and remaining 2 cups water. Refrigerate. Serve chilled over ice. Garnish with maraschino cherries, fresh mint, and lemon slices, if desired."
3677,"In a hot water bath, place tea bags, orange zest, mint leaves and cloves and then pour boiling water over all. Add sugar and stir until dissolved. Cover and let steep until cool. Strain tea through mesh strainer into a large pitcher filled with ice. Stir in grapefruit juice. Serve over ice in large glasses, garnished with mint sprigs, if desired."
3678,"Preheat oven to 375 degrees. Grease 8x8 square pan. Melt butter and cool slightly and add milk and beaten egg, set to the side. In bowl, sift the next four ingredients, 2 times. Add butter, milk, and egg mixture and stir only enough to smooth out any lumps. Combine the remaining sugar and cinnamon for the topping, in a small bowl or in a ziploc bag. Pour batter into greased pan and sprinkle the mixture of sugar and cinnamon over the top and bake 12 to 15 minutes."
3679,"Combine all ingredients except for the baguette slices, until well blended. Spread cheese mixture evenly on one side of each baguette slice. Place slices, cheese side up, on a grill topper. Grill, with lid down, over low heat on barbeque for 3 to 5 minutes, or until bread is is lightly toasted and cheese is melted. These can also be baked in the oven at 350f or broiled, until lightly browned."
3680,"Heat oven to 350. Place graham crackers close together on large cookie sheet. Mix butter and brown sugar in a 3 quart sauce-pan to a rolling boil. When mix reaches 305 degrees pour onto a greased large cookie sheet. Sprinkle chocolate chips over the candy. As chocolate melts spread with a butter knife. Spread nuts evenly over the pan, shaking lightly until all nuts stick. Cool until hard. Break into pieces. Enjoy."
3681,"Preheat oven to 200. Place tomatoes and peppers, cut side down on a baking rack set onto a baking sheet. Roast for 20-30 minutes or until skins are easily removed. Spray or brush vegetables with olive oil and continue to roast until tomatoes become a dark red color, about 2 hours. Remove from oven and chop into small pieces. Meanwhile, cook and drain pasta. Place into a mixing bowl. Add the onions, tomatoes and peppers, toss to combine. Mix together the vinegar, mustard, parsley, basil, olive oil, salt and pepper. Beat with a whisk to combine. Pour over the pasta, add the cheese and toss again. Serve at room temperature."
3682,"In a large saucepan bring the chicken stock to the boil and gradually add the polenta. Reduce heat and simmer for about 15 minutes, stirring often. When thick remove from the heat and stir in the herbs and cheese. Pour the mixture into a lined 19cmx19cm pan and leave to cool to room temperature. Once it is cool place in the fridge overnight. The next day slice the polenta in half horizontally and lay the salami, sun-dried tomatoes and pepper on the bottom half. Replace the top half and bake at 200c for 30 minutes."
3683,Mix all ingredients thoroughly. Divide mixture in half and place each half on a sheet of plastic wrap. Draw up the sides of the plastic wrap tightly around each ball and firmly secure. Refrigerate 6-8 hours or until firm. Remove plastic wrap and roll in nuts before serving.
3684,"In a mixing bowl, combine the dijon mustard, sour cream, scallions and garlic clove. Mix well. Cover and refrigerate until needed. Using a serrated knife, cut a very thin slice from the stem end of each tomato. Carefully scoop out pulp and seeds with the. Lightly sprinkle the insides of the tomatoes with salt. Invert them on paper towels and let them drain for about 15 minutes. Invert them on paper towels and let"
3686,"In a large frying pan, saute garlic in olive oil. Add the drained tomatoes, and bring to a boil. Add the vodka, and simmer for 5-10 minutes. Add the fish boullion, stir until dissolved. Add the cream and the tarragon. Simmer until thickened. Finish off with butter if desired. Toss with cooked pasta. Top with freshly grated parmesan cheese."
3687,"Preheat oven to 425f. Spray a 13 x 9 x 2 inch baking dish with nonstick pan coating or grease lightly with solid shortening. Cut baked potatoes into 1 inch cubes. Place half in a prepared baking dish. Sprinkle half of the salt, pepper and bacon. Top with half of the sour cream & cheese. Repeat layers. Bake, uncovered, at 425 degrees for 20 minutes or until cheese is melted. Sprinkle with chopped green onions to garnish."
3688,"Heat 1 tablespoon of oil in a large nonstick saute pan over medium-high heat. Put two quesadillas in the pan, pressing down with spatula to close. Cook 2 to 4 minutes on both sides. Repeat with the remaining two quesadillas. Dice avocado, then toss with the lime juice and salt. Serve atop the quesadillas."
3689,"Preheat oven to 350 degrees. Line cookie sheet with parchment paper to keep from sticking. Combine flour, sugar and pepper in a gallon plastic bag. Put one bacon slice at a time in bag and shake to coat well. Place bacon on the cookie sheet so they are not touching each other. Bake for 30-40 minutes at 350 degrees. Drain on paper towels."
3690,"Preheat oven to 350. In a shallow baking pan, toss the walnut rosemary with the olive oil. Spread almonds so that they are in a single layer. In small bowl, combine parmesan cheese with garlic salt and sprinkle over the almonds. Bake for 10 to 15 minutes or until golden brown. Stir once while baking."
3691,"Place broccoli in a steamer basket and set in a saucepan over 1 inch of boiling water. Cover and steam just until tender, approx. 5 minutes. To prepare the sauce, combine the orange juice, honey and ginger in a small saucepan and bring to a boil. Add the cornstarch mixture and return to a boil, stirring constantly. Cook the sauce until thickened, about 1 minute. Remove the pan from the heat. Stir in the lemon juice and the sesame oil. Arrange the broccoli in a serving bowl. Top with the sauce, sprinkle with sesame seeds."
3692,"Preheat oven to 400f. Spray an 8-inch pie plate with vegetable cooking spray. In a large bowl combine egg with melted butter. Whisk together flour, sugar, baking soda, baking powder and salt in a small bowl. Combine with egg mixture. Pour in buttermilk and stir until just combined."
3693,"Preheat oven to 350 deg f. Put the cottage cheese, eggs, sour cream, whey powder, splenda granular, lemon rind an juice, and vanilla extract in a blender, and blend until very smooth. Pour mixed into a sprayed pie pan. Place the cake on the top rack of the oven and place a flat pan of water on the bottom rack. Bake for 30-40 minutes. Cook, then chill well before serving."
3694,"Heat olive oil in a 4 quart saucepan on medium high heat. Add onion, carrots and garlic and cook, stirring occasionally until they are soft. Add beans, water, and seasonings. Stir and reduce heat to low and simmer for 30 minutes or until garlic cloves are tender. Take half of soup and blend in blender until smooth. Return soup to bean mixture in pan and stir. Ladle into bowls and drizzle with olive oil before serving. Top with freshly grated parmesan cheese, if desired."
3695,"Preheat oven to 350 degrees. In a small micorwave safe bowl combine butter, honey and lemon juice. Microwave until butter melts, add cinnamon. Place cubed potatoes in a large bowl and pour honey mixture over potatoes, toss to coat. Place in a roasting pan, salt and bake for about 50 minutes, or until tender, stirring occasionally."
3696,"Preheat oven to 325f. Mix butter, sour cream, eggs, cream-style sweet corn, white shoepeg corn, mexicorn, corn muffin mix. Pour margarine mixture into a greased 1 quart casserole dish. Place casserole into a larger pan and fill the larger pan half way up with hot water. Bake for 1 hour in the 325f oven."
3697,"In a large bowl, dissolve yeast in warm water. Add flour and salt and stir to form a soft dough. Turn dough onto a floured surface and knead until smooth, 4 to 5 times. Place in a greased bowl, cover and let rise for 15 minutes. Preheat oven to 450 degrees. Punch down and divide into 20 equal pieces. On a lightly floured surface, roll each piece into a 15 inch rope and twist into a pretzel shape. Combine baking soda and cold water and brush over each pretzel. Sprinkle with coarse salt. Place on non stick baking sheets. Bake for 15 minutes or until golden brown. Serve warm with assorted mustards."
3698,"Spread mayonnaise on one side of a piece of toast. Add layer of american cheese, ham, two slices of tomato, two leaves of lettuce, and two pieces of bacon. Spread mayonnaise on second piece of toast and place on top, mayo side down. Spread mayonnaise on third piece of toast and place on the stack mayo side down. Slice the sandwich in quarters diagonally. Skewers or long toothpicks may be used to hold all the layers together."
3699,"Preheat oven to 400f. Place fish, in a lightly greased 9x13 baking dish. In a bowl, combine mayonnaise, butter, onion, cheese, lemon juice, old bay, and pepper. Mix until a thick paste is formed. Spread mixture evenly over fish filets, then top with bread crumbs. Bake for about 10 minutes, or until fish is flaky. To finish cooking, place fish under the broiler, for another 2-3 minutes, or until fish is golden brown."
3701,"In a small saucepan, cover the eggs with cold water and bring to a rolling boil. Cover, remove from the heat and let stand for 8 minutes. Drain the eggs and cool under running water, shaking the pan to crack the shells. Drain again and pat dry, then peel and coarsely chop. Meanwhile, in a small bowl, mix the mayonnaise and horseradish and spread on the bread. Arrange the radishes on 4 of the slices and top with the sprouts, scallions and salmon. Spoon the eggs on top, season with salt and pepper and close the sandwiches. Press gently, cut the sandwiches in half and serve."
3702,"In a large pot of boiling salted water, cook cauliflower until tender, 3-5 minutes. Drain and transfer to a serving dish. In a small skillet, melt butter over medium low heat. Add scallions and cook 2 minutes. Pour over cauliflower and toss. Season with salt and pepper. Serve hot."
3703,"In a large non-stick skillet coated with cooking spray, cook beef and peppers over medium heat until meat is no longer pink, drain. Stir in the salsa, corn, and water and bring to a boil. Stir in tortilla strips, reduce heat, cover, and simmer for 10-15 minutes or until meat is no longer pink, drain. Sprinkle with cheese, cover and cook 2-3 minutes longer or until cheese is melted. Serve with sour cream."
3704,"Preheat oven to 400 degrees. Place cleaned asparagus spears in pan sprinkle with oil. Randomly place lemon curd on asparagus. Sprinkle garlic and ginger over the spear and season with salt and pepper. Roast for 20 minutes, tossing half way through. Give or take depends on the thickness of the spears. Be sure to serve with all the goodness from the pan."
3705,"Preheat oven to 350. Spray non-stick spray in cassarole pan. Cook pasta and drain. Heat oil in deep skillet. Add onion & bell pepper. Cook and stir for a few minutes. Add pasta, chicken, tomatoes, olives, italian seasoniong. Mix to blend. Put mozzarella on top. Cook in oven for about 35 minutes."
3706,"Preheat oven to 350 degrees. Place all ingredients in order directed by your bread machine and process. By hand - combine all and knead until elastic, about 10 minutes. Place in a greased bowl, cover and let rise for an hour. Punch down. Place in a greased loaf pan, cover and let rise another 20 minutes. Bake at 450 degrees for 15-20 minutes or until the top is golden brown."
3707,"Heat 1 tbs oil in a saucepan and fry onion and garlic paste for approx 2 minute, making sure not to brown the paste. Add hot water. Wash the lentils and put into the water. Add salt and tsp of turmeric. Bring to boil then lower heat and cook for 10 to 15 minutes, stirring once or twice. Heat oil in another saucepan and fry onion till light brown. Add mustard and cumin seeds and fry till mustard seeds start popping. Add onions and fried seed mixture to lentils, stir through. Serve with basmati rice."
3709,"Heat oven to 350f. Blend together all the ingredients except the chicken. Brush the breasts all over with the marmalade mixture. Place in a baking dish lined with foil. Bake for 20-25 minutes until done, basting every 8 minutes. If there is any sauce left, heat, and serve along side the chicken."
3710,"In a large bowl, combine first 6 ingredients. Process until smooth. Spoon pineapple over the bottom of a greased deep-dish 9 inch pie plate. Pour batter over pineapple. Bake at 350 for 45 minutes, or until knife comes out clean."
3712,"Preheat oven to 400f. Spray an 8-inch pie plate with vegetable cooking spray. In a large bowl combine egg with melted butter. Whisk until well combined. Sift together flour, sugar, baking soda, baking powder and salt in a small bowl. Combine with egg mixture. Pour in buttermilk and stir until just combined."
3713,"In a large bowl, combine the turkey breast, green bell pepper, scallions, breadcrumbs, egg white, reduced sodium soy sauce, sweet and sour sauce, unsweetened applesauce. Bake for about 20-30 minutes, until golden brown on the outside and cooked through."
3714,"In a large container, combine cucumbers and onions. In a large bowl, combine the remaining ingredients, stirring, until sugar is dissolved. Pour over cucumbers and onions. Stir and push under liquid. Let stand for 24 hours. Put in jars and refrigerate. No need to can, just keep in refrigerator. They will keep indefinetely in refrigerator."
3715,"Preheat oven to 350f. In a large mixing bowl, beat sugar, brown sugar and margarine until light and fluffy. Add vanilla and eggs. Blend well. Add flour, baking soda and salt. Mix well. Stir in chocolate chips. Drop dough by rounded tablespoonfuls 2 inches apart onto ungreased cookie sheets. Bake at 350f for 8 to 10 minutes or until light golden brown."
3716,"Preheat oven to 350f. Beat eggs until frothy. Combine sugar, flour, cinnamon and salt in a small bowl. Add corn syrup, melted butter, and vanilla. Mix oatmeal. Pour into uncooked shell. Bake for 45 minutes."
3717,"Mix together all ingredients using hands in a big bowl. To get the right consistency it is important that all ingredients get well mixed and gets softened a bit. I would say that you should knead for around 5 minutes. Form into meatballs according to the size you prefer. In denmark meatballs used for dinner is the size of the palm of your hand, and lunch meat balls are about half of that. Heat a non-stick pan to medium-hot and place the meatballs in the pan. If you feel they stick too much to the pan, you can add a bit of butter to the pan. Turn the meatballs with a fork once they have started to brown. Keep turning them every 4 min or so being careful that they do not brown too much. Cook for approx 15-20 min until cooked through. Serve with a potato salad, mashed potatoes or cooked potatoes with a white milk based gravy."
3718,"Preheat oven to 375 degrees. In a small bowl, stir together butter, garlic, cheese and parsley. Remove biscuits from container. On baking pan with sides, make 2 loaves of 5 biscuits each. Set the biscuits on their sides, just touching each other end to end, like they were in the can, only in 2 groups of 5. Split each biscuit in half. Separate biscuits into 20 pieces, then cut biscuits into 4 pieces. Toss biscuits with bacon and other ingredients. Put all this into tube pan and drizzle with butter. Bake for 25-30 minutes."
3719,"Heat oil in a large saucepan over medium heat. Add rice and cook, stirring constantly. Sprinkle with salt, cumin, and taco seasoning. Cook stirring constantly, until slightly translucent. Stir in onions and cook until tender. Stir in tomato sauce and chicken broth. Bring to a boil. Reduce heat to low, cover and simmer for 20 to 25 minutes. Fluff with a fork."
3720,"In a stew or dutch-oven pot, saute meat and chopped onions until brown. Pour off any grease. Add to browned meat& onions all of the remaining ingredients. Stir and bring to boil, then turn down to medium-low or simmer and put lid on pot. Simmer 20 minutes or until noodles are done. Stir occasionally to keep from sticking to bottom of pot. Simmer"
3721,"Heat a large saucepan over a low heat and add the butter. When the butter has melted, add the onion and cook until soft and translucent. Add the mushrooms, season with salt and pepper to taste, then increase the heat and stir. When the moisture from the mushrooms has been released, allow it to evaporate, concentrating the flavour. This might happen quickly or slowly, depending entirely on the type of mushrooms used. Add teh paprika and cayenne and fry for a few moments longer, until the paprika turns a shade darker. Finally, add teh sour cream or creme fraiche and dill, and allow it to bubbvle gently for a further 5 minutes or so. Serve immediately with rice, pasta or spatzle."
3722,Preheat oven to 375. Melt butter in a large nonstick skillet over medium-high heat. Add onion and bell pepper. Saut 5 minutes or until tender. Stir in black pepper. Divide onion mixture and turkey evenly among bottom halves of rolls. Top each serving with 1 cheese slice. Cover with top halves of rolls. Place sandwiches on a baking sheet. Bake at 375 for 5 minutes or until cheese melts.
3723,"Preheat oven to 400f. In a medium sized bowl, combine all ingredients mixing well. If mixture looks a little too dry, add a little more mayonnaise until. Desired moistness is reached. Now taste to see if seasonings need to be adjusted. Refrigerate for at least 3 hours."
3724,"Mix sugar, cornstarch and salt together in a microwaveable bowl and stir in the milk. Microwave for 9 minutes, stopping to stir every 3 minutes. The object is to cook until it achieves a thick, pudding-like consistency, so it may take more or less time dependent upon the individual microwave. This can also be performed in a saucepan on the stovetop. Add the butter and vanilla into the mixture. Pour the thick mixture into the baked 8 inch pie shell and sprinkle the top with cinnamon. Serve at room temperature."
3725,"In a heavy bottomed pan, fry ginger root in butter on low for about 15 mins, stirring frequently. Dont let them brown. Add sugar, stir for about 15 mins, allowing the mixture to brown slightly. Turn off heat, but keep stirring so it doesnt burn. Keep in fridge. Havent worked out the storage time yet."
3726,"In a large mixing bowl, cream the butter until smooth. Add in the sugars. Beat on low for 2 minutes. Add in the milk, syrup, and vanilla. Beat 3-5 minutes until smooth and creamy. Use immediately or store, covered, at room temperature for up to 2 days. Reportedly, the icing tastes better if made the day before because the brown sugar gives the icing a slightly grainy texture that improves if allowed to set overnight."
3728,"Preheat oven to 400f. Prepare filling by mixing refried beans, chilies, cumin and garlic together in a bowl. Spoon approximately 4 ounces bean filling into the center of each tortilla and top with about one tablespoon of cheese. Fold in ends and then sides. Place burritos seam side down on baking sheets that have been sprayed with vegetable oil spray. Bake for 2025 minutes until golden brown."
3729,"Preheat oven to 400 degrees. Mix spaghetti sauce, tomatoes and water. Spoon 1 cup onto bottom of 13 x 9 inch baking dish. Layer half the ravioli and 1 cup shredded cheese over sauce mixture. Top with remaining ravioli and sauce mixture. Sprinkle with parmesan cheese. Cover. Bake 30 minutes. Uncover. Bake 15 minutes or until ravioli is tender and heated through. Let stand 10 minutes."
3730,"In a large skillet brown pork chops in oil and butter on each side. Remove the chops and keep warm. In the same skillet, saute the mushrooms, beans and garlic until vegetables are tender. Stir in the soup, water and pepper. Bring to a boil. Top with pork chops. Reduce heat. Cover and simmer for 10-15 minutes until pork juices run clear, stirring occasionally. Serve sauce over chops."
