response,target_recipe
"In a large sauce pan heat the butter over medium high heat. Add the shallots and cook for 2 minutes. Add the frozen peas and 1 cup of chicken stock. Cook until the stock is absorbed. Add more stock if necessary. Cook until the peas are tender about 5 minutes. Stir in the whipping cream. Season with salt and freshly ground black pepper to taste. Serve hot topped with a crouton if desired.
People love to eat. But what they eat is not always the healthiest food.
Most of the time people are not aware of the healthy eating habits. They do not care what they eat. But what they eat is the only source of their energy.
Unhealthy eating habits are the main reason behind all the diseases in the world.
If you eat healthy, you will be healthy. If you eat unhealthily, you will be unhealthy.
If you want to stay healthy and fit, you must follow a balanced diet. A balanced diet includes all the necessary nutrients such as carbohydrates, proteins, f",184974
"Preheat oven to 350. Grease a 9x12 pan and line with parchment paper. Sift flour, cocoa, baking powder and salt into a medium bowl. Mix the remaining dry ingredients together. Add water and mix until the batter is smooth. Add oil and mix. Add vanilla and mix. Fold in nuts. Spread in prepared pan. Bake 350 for 35 minutes or until firm in the center and a toothpick inserted comes out clean. Cool in pan on wire rack. Cut into squares. Serve warm or at room temperature.
This is a great book for anyone who wants to be a better parent.
It's a guide to a good life.
It is not just about parenting.
The book is very well written and the chapters are easy to read.
The author makes a good point about the importance of parents being parents.
The author is a good writer.
I recommend this book to any parent who wants to be a better parent.
This book is a must read for parents.
It is a great book for parents.
It's a good book",143022
"Soak violets in milk for 2 hours, strain. Beat yolks with sugar until thick and pale. Gradually add warm milk, stirring constantly over hot water. Return to saucepan and cook over hot water for 10 minutes stirring constantly until mixture coats the back of the spoon. Cool and refrigerate. When cold, beat vigorously for 1 minute to aerate custard. Pour into molds. Garnish with violets and serve chilled.",238422
Heat oil in a large skillet. Season chicken with salt and pepper. Add chicken and saute until browned. Add remaining ingredients and stir to combine. Pour marinade over chicken and bring to a boil. Reduce heat and simmer until chicken is cooked through. Remove from heat and let cool. Skewer with wooden skewers and grill until cooked through. Remove from skewers and serve with rice.,188551
"In a large bowl, beat together cream cheese and mayonnaise until smooth. Add swiss cheese, green onions, and baconmix well. Spread onto a large platesprinkle with cracker crumbs. Bake at 350 for 15 minutes or until melted. Serve with crackers or chips.",119313
Brown the meat in a skillet. Add the remaining ingrediants to the crockpot. Cook on high for 4 hours or on low for 6 hours. Serve over rice.,58039
"In a food processor, blend the feta and kasseri cheeses together with the cream cheese until smooth. Transfer the mixture to a bowl and stir in the garlic cloves. Blend in the lemon juice and lemon zest. Add the parsley and mint. Cover and refrigerate for at least 3 hours to blend the flavors. When ready to serve, remove the mixture from the refrigerator. Form the mixture into 24 small balls. Roll the balls in the chopped nuts to coat them. Cover the balls and refrigerate for 30 minutes before serving.",503833
Heat olive oil and saute the onion and garlic until onion is translucent. Add the chicken and brown on both sides. Add the apples and apricots and saute for about 2 minutes. Add the white wine and let it come to a boil. Reduce the heat to medium and simmer until the chicken is done. Stir in the parsley and serve over hot cooked rice.,353212
"Preheat oven to 350 degrees f. In a small bowl, combine lemon juice and margarineblend well. Place flounder in a 13-in. X 9-in. X 2-in. Baking dish coated with cooking spray. Brush fish with lemon mixture. Bake, uncovered, at 350 degrees f. for 10 minutes. In a small bowl combine soup, wine, cheese, parsley and paprika. Spread over fish. Bake another 10 minutes or until fish flakes easily. Makes 4 servings.",97339
Mix first 6 ingredients together until smooth. Spread over bottom of crust. Bake 25-30 minutes until set. Cool 1 hour. Top with chocolate pudding and whipped cream. Garnish with pecans.,33241
Combine first 4 ingredients in saucepan. Cook over low heat until thickened. Stir in wheat germ. Cool slightly. Stir in flour & chocolate chips. Spread in greased 9x13 pan. Bake at 350 for 25-30 minutes. Cool. Cut into squares.,108592
"Preheat oven to 375F. Combine the marinara sauce & cream cheese. Set aside. Cook the pasta according to package directions. Drain the pasta and place in the baking dish. Add the sauce mixture over the pasta. Sprinkle with mozzarella and parmesan cheeses. Bake for 25 minutes. Serve warm.
Recipes For Tortellini What Is Tortellini How Is Tortellini Made What Is The Difference Between Tortellini And Ravioli Tortellini With Spinach Tortellini With Cream Sauce Tortellini With Broccoli Tortellini And Peas Tortellini With Bacon Tortellini Nibbles Tortellini With Peas And Bacon Frugal Tortellini Veggies Spinach Tortellini Soup Quick And Easy Six Cheese Tortellini Bake Creamy Restaurant Style Tortellini Broccoli And Tortellini Alfredo Pink Tortellini Tortellini With Peas And Bacon Frugal Tort",314872
"Combine first 5 ingredients in small bowl. Add ginger, garlic, zest and fishtoss to coat well. Refrigerate 30 minutes or up to 8 hours. Grill 4 minutes each side or until desired doneness.",185657
"In a large heavy skillet combine cashews, walnuts, sugar, cardamom and 2 tablespoons water. Cook over medium heat until mixture is golden brown and coated with sugar syrup. Set aside to cool completely. Preheat oven to 350 degrees. Line 11 by 14 by 1 inch baking pan with phyllo sheets brushing each sheet with ghee. Pour cashew mixture into center of pan. Fold phyllo over filling as you would for strudel, ending with phyllo on top. Brush top of roll with ghee. Bake for 1 hour until phyllo is golden brown. Serves 12 to 14 people.",12169
"Mix sugar, brown sugar, syrup and water in a saucepan. Stir over medium heat until the sugar dissolves. Bring the mixture to a boil. Simmer until the mixture reaches 238 degrees f on a candy thermometer. Remove from heat. Stir in the bicarbonate of soda. Stir until the mixture foams up. Stir in the nuts quickly. Pour mixture onto a buttered baking sheet. Spread mixture out to a depth of 1/4-inch. Let the mixture cool. Break into pieces.",263258
"Heat oven to 375. Line a rimmed baking sheet with foil and set aside. In a small bowl stir together the oil, garlic, thyme and salt and pepper. In another small bowl whisk together the juice from both lemons and zest from one of the lemons. Place the chicken breasts in a single layer on the prepared baking sheet and pour half of the mixture over them. Turn the breasts over and repeat with remaining mixture and the other half of the lemon juice and zest. Roast for 25 minutes or until cooked through and browned. Sprinkle with additional salt and pepper if desired. Serve immediately.",307991
"Crush graham crackers into small pieces. Add melted butterstir to blend. Press crumbs into bottom and up sides of 2 quart baking dish (or individual serving dishes). Bake at 325f for 10 minutes or until golden. Set aside to cool. In a medium saucepan over medium heat, stir together condensed milk, egg yolks, and lime rindcook for 3 to 5 minutes or until mixture thickens. Stir in fresh lime juicepour into crust-lined dish(s). Bake at 325f for 15 to 20 minutes or until set. Let stand for 1 hourcover and chill for up to 1 day. Whisk together whipping cream and powdered sugarspoon over cooled pie(s). Garnish with fresh lime slices.
Hey Buddy!, I found this information for you: ""Key Lime Pie"". Here is the website link: http://www.dollskill.com/key-lime-pie-recipes/. Thank you.",227003
"Cook noodles. In separate pot boil chopped broccoli. In a third pot, boil chicken. When done cut up into small bite size pieces. Add cream of chicken soup and 1/2 tsp. Texas pete to the boiled broccoli. Mix in the boiled chicken and cooked egg noodles. Add 1/2 cup shredded cheese. Pour into a 9x13 baking dish and sprinkle the remaining 1/2 cup cheese on top. Bake at 350 until cheese is melted and the top is golden brown. Serve hot.",50594
"Slice kiwi fruit and strawberries. Top with sliced apples and whipped cream cheese. Drizzle with sugar and milk. Prepare cookie dough according to package directions. Bake on ungreased cookie sheet for 5 minutes. Cool completely on a rack. Top with grapes for serving.
Food from the Greek Isles
Name : Food from the Greek Isles
By: John Baxter
Name : Food from the Greek Isles is a collection of recipes that were selected from the kitchens of the Greek Islands. These recipes were selected with the help of the author's friends and their families and was based on the food that was served in the Greek Islands before tourism became a big factor in the Greek economy in the mid 1960s. The recipes were also selected in order to represent the unique character and flavors of each individual island.
The book was divided into seven parts with each part representing a different Greek Island. In each section are recipes for a variety of food items ranging from soups to salads to main dishes to desserts. Each of the seven parts are also accompanied by a",468793
"Put a few pieces of cherries in the bottom of a casserole dish. Arrange the chicken pieces on top. Sprinkle with the remaining cherries. Combine the ketchup, brown sugar and mustardpour over the chicken. Bake uncovered at 350° for 45 minutes. Serve with noodles or white rice.",392901
"Combine first 3 ingredients. Add green onion. Spread about 1 teaspoon on wonton wrapper, fold over one edge over the filling and press to seal. Bake at 350f for 10 minutes or until golden brown.",278030
"Heat olive oil in large skillet over medium-high heat. Add onion and saute 3 minutes or until tender. Add garlic, asparagus, mushrooms and artichoke hearts. Saute until vegetables are tender-crisp. Add tomatoes and cook 2 minutes more. In a small bowl combine breadcrumbs, parsley, cheese, oil, garlic and oreganomix well and sprinkle over vegetables. Transfer skillet to oven and bake 5 minutes or until heated through.",40796
"Cut tomatoes into 1/2-inch slices. Arrange in a single layer in a shallow serving bowl. Crumble the mozzarella over the top. Drizzle with the oil, then sprinkle with the basil. Season with the salt and the black pepper. Serve at once.",237163
"Cut the onions into 1/4 thick slices and soak for 15 minutes or so in ice water to remove the sharpness of the onion. Drain and dry well. Mix the panko with the jalapenos and cayenne until evenly distributed. Beat the eggs and flour together in a separate bowl. Drain the onions again and dip into the flour mixture then the panko mixture to coat well. Place on a baking sheet lined with parchment or wax paper and bake at 375 for about 15-20 minutes, turning once or twice during baking until the onions are golden brown and the coating crispy and crunchy. Serve with ranch dressing for dipping.",330074
"Marinade pork shoulder for at least 12 hours in olive oil, lemon juice, oregano, dried mint, salt, red pepper flakes. Grill meat over hot coals or in broiler until well-browned and tender. Serve in flatbread or rolls with tzatziki sauce and fresh cucumber slices.",196085
"In a large saucepan or dutch oven, combine fresh cranberries and granulated sugar. Add water and brown sugar. Bring to a boil, reduce heat. Simmer covered 10 minutes or until berries have popped. Transfer to a blender or food processor, puree. Combine puree with butter, and return to saucepan over low heat. Stir frequently until heated through. Serve with crackers or toast. Makes 1 1/3 cup.",386535
Mix together the first 5 ingredients. Stir in the remaining 2 and chill for 2 hours.,81619
"Peel off the outer green leaves from the leeks and slice them into rounds. Chop the inner white stalks finely and set aside. Melt butter in a large heavy-based pan or pot and saute the leek rounds over a low heat for about 5 minutes. Add the onions and celery with a little water to stop them sticking to the pan. When they are softened, add a knob of butter and the stock. Bring to a boil then cover and simmer for 30 minutes. Add the finely chopped leeks, chopped parsley and season to taste with salt and freshly ground black pepper. Continue to simmer for 10-15 minutes until the liquid has been reduced to a thick sauce. Remove from the heat and stir in the whipping cream. Serve hot with a sprinkling of grated cheese over each bowl if desired.",7513
"Slice the sausages into bite size pieces. In a baking dish pour in the tomato juice, worcestershire sauce, dark brown sugar and the onion. Toss the meat around to coat. Bake uncovered at 350 degrees f for about an hour or until the meat is cooked through. Serve hot with potatoes or rice.",178892
"Combine first 4 ingredients in blender. Cover and blend until smooth. Pour into 2 glasses filled with ice cubes. Serve immediately. Garnish each serving with 1 lemon and 1 orange wedge.
Grand Marnier is a cognac-based liqueur with a base of distilled beet and grape wine. It is flavored with bitter orange rinds (chiefly from the bigarade orange), and is colored with caramel.",218924
"Bring baked beans to room temperature. Butter bread slices and top with ham and cheese. Fill sandwiches with beans and serve warm.
name: baked beans on toast au fromageingredients: bread, butter, vegetarian baked beans, cheesepreparation:Heat beans. Toast bread, spread with butter. Arrange on a plate and pour over the hot beans. Top with cheese and place under the grill until cheese is melted. Serve immediately.
name: gourmet jafflesingredients: whole wheat bread, butter, kalamata olives, fresh spinach leaves, sun-dried tomatoes, parmesan cheese, mushroom, sweet pepper, pepper, red pepper flakespreparation:Plug in sandwich maker to get warm. Butter bread and place buttered sides together. Layer ingredients on and sprinkle with cheese and pepper. Place slice with ingredients onto sandwich maker and place the other side on top, buttered sided facing outward. Cook for 5 minutes or",287433
Combine the first four ingredients in a bowl. Toss with apples. Put in unbaked shell and dot with butter. Bake at 375 for 50-60 minutes or until apples are tender. Cool and sprinkle with nuts and icing.,53994
Preheat oven to 425. Pat dry with paper towels. Place in roasting pan and rub with oil. Sprinkle with salt and pepper. Place cloves of garlic and rosemary over the top of the turkey. Roast for 1 hour. Turn oven to 350 and cook for an additional 30 minutes.,267526
Prepare crust. Beat together cream cheese & sugar. Beat in peanut butter & powder. Spoon into crust. Beat together cream & fudge topping. Spread over filling. Refrigerate until serving.,118320
Place chops in 13 x 9 pan. Pour water into gravy mix. Mix well. Add to pan and bring to boil. Cover pan and bake for 1 hour at 350 degrees. Add potatoes and onion the last half hour. Serve on mashed potatoes or rice.,93373
"Heat oil in heavy skillet. Add onion and bell pepper. Cook 2 minutes or until tender. Sprinkle with lemon juice and vinegar and stir to blend. Add fish and sprinkle with cayenne. Cook 4 minutes or until fish flakes easily.
I have been searching for new recipes for Tilapia. My husband and I both love fish and Tilapia is very affordable.
I also found some new recipes for my other favorite fish - Mahi Mahi. I made one of these recipes last night and it was so good!
If you are like me, I love fish and I'm always looking for new recipes to try. My husband and I have tried Tilapia several times and I can't get enough of it.
I found some new recipes on the internet and I thought I'd share them with you.
I hope you enjoy them as much as we did. I can't wait to try the next recipe!
Tilapia is one of my favorite types of fish. It is very mild and has a delicate flavor that pairs well with many different types of sauces",127166
"Chill 2 martini glasses. Place pomegranate juice, vodka and liqueur in a cocktail shaker with ice cubes. Shake until well chilled. Pour 2/3 of the drink into the glasses. Top each glass with champagne. Garnish with pomegranate seeds.",346428
"Cream cream cheese with an electric mixer until smooth, blending in the morsels until melted. Add the crumbs, preserves and almonds, mixing well. Cover and refrigerate at least 4 hours until firm enough to shape. Using a small amount of preserves, form into balls. Roll in crumbs or almonds, place in wax paper-lined pan or on wax paper. Chill until firm. Store in refrigerator. Makes about 2 dozen.",141064
"Combine olive oil and lime juice in small bowl. Cut parsley leaves off stems. Chop parsley leaves. Slice garlic clove thin. Combine parsley, garlic and hot sauce in small bowl. Rub mahi mahi steaks with parsley mixture. Grill 5 to 7 minutes per side or until fish flakes easily with fork. Remove fish from grill. Spoon 1 tablespoon lime mixture over each serving. Serve with warm tortillas. Serves 4.",220927
"Brown chicken in skillet. Add water, soup, and broccoli. Simmer for 20 minutes. Cook rice according to package directions. Stir into soup mixture. Cover. Heat through. Serve over rice.",280661
"In a large bowl, combine the first 7 ingredients. In a large zip-type plastic bag, place the spareribs and pour the ketchup mixture over them. Seal the bag and turn the ribs to coat. Refrigerate overnight. Preheat oven to 350. Remove the ribs from the bag and place in a large shallow baking pan. Bake for 1 hour. Turn the ribs and bake 1 hour longer. Remove from the oven. Remove the ribs from the pan and drain the pan drippings. Pour the drippings into a small saucepan and add the brown sugar. Bring to a boil over medium heat. Boil and stir until the mixture is thickened and glossy. Pour over ribs and serve. Makes 10 servings.",67159
"In a large saucepan combine water, soy sauce, sugar, ginger, garlic powder and cayenne. Bring to a boil over medium high heat. Stir in couscouscover and remove from heat. Let stand for 5 minutes or until water is absorbed. Stir in scallions and serve immediately.
I think I need a tutor for learning how to use the webcam/internet camera on my computer so I can take videos and upload them to my blog. I’ll have to ask my hubby for help with that.
Anyway, I made some couscous for dinner tonight. I made it a while ago but didn’t get a chance to upload it until now. This recipe is from a cookbook called “The Mediterranean Diet Cookbook” by Nancy Harmon Jenkins. The cookbook was published in 1996 by the Harvard Common Press which is a publisher I’ve been hearing about a lot lately. I’ve been seeing a lot of their cookbooks at Borders lately and I’ve been seeing a lot of their cookbooks at my local bookstore as well so I guess they’",276891
Lightly brush both sides of the mushroom caps with olive oil. Place on the grill and cook for 5 minutes or until tender. Sprinkle with salt and pepper. Remove from the grill and let cool. Spoon a small amount of reduced-fat cheddar cheese on each cap. Lay bacon slice on each cap. Top with tomatoes and chives.,270379
"Mix dry ingredients. Add applesauce, banana, eggs, water and vanilla. Mix until smooth. Fill muffin cups. Bake at 350 for 30 minutes.",321760
"Preheat oven to 375°F. In a large bowl, toss vegetables with 1 tablespoon oil. Place vegetables in a single layer in a shallow roasting pan. Bake for 30 minutes. Cool 10 minutes. In a small bowl, combine remaining 2 tablespoons oil, lemon juice, and lemon pepper. Toss vegetables with dressing. Sprinkle with snow peas. Serve warm.",105118
"Combine condensed milk, copha (vegetable shortening), brandy and food coloring in a large saucepan over medium heat. Stir until well blended. Add glace cherries and stir gently. Remove from heat. Line a shallow tray with baking paper. Using a teaspoon, spoon a little of the mixture into your hand and roll into a ball. Roll the ball in the desiccated coconut. Place the ball on the prepared tray. Repeat until all the mixture has been used. Chill for 30 minutes or until set. Melt dark chocolate. Spoon a little chocolate over each ball. Chill until set. Store in the fridge.",237419
"Bring a large pot of water to a boil over medium-high heat. In a large skillet over medium heat, add bacon and cook for 5 minutes, or until it begins to render its fat. Once the fat has rendered, add the pancetta and cook until lightly browned and crisp. Reduce the heat to medium-low and add the cinnamon and continue to cook until the pancetta is browned and the cinnamon has infused into the fat. Add the cream to the skillet. In a large bowl, whisk together the egg yolks, parmesan cheese and a pinch of salt and pepper. Whisking constantly, slowly pour the egg yolks into the cream mixture. Bring to a boil over medium-high heat, stirring constantly until the sauce is thickened. Drain the pasta and stir it into the sauce mixtureadd the cinnamon pancetta mixture and chives. Toss until the pasta is coated in the sauce, then sprinkle with the freshly ground black pepper. Serve with additional parmesan cheese, if desired.",138626
"Preheat broiler. In a small bowl, combine half-and-half and maple syrup. Set aside. In a large skillet over medium heat, cook the bacon until crisp. Remove bacon with slotted spoon to paper towels to drain. Add scallops to the skillet with buttercook 2-3 minutes per side or until browned. Remove to a serving platter. In the same skillet over medium heat, stir together mustard and half-and-half mixturesimmer until thickened, 3-4 minutes. Pour over scallops to serve.
In a large skillet over medium heat, cook the bacon until crisp. Remove bacon with slotted spoon to paper towels to drain. Add scallops to the skillet with buttercook 2-3 minutes per side or until browned. Remove to a serving platter. In the same skillet over medium heat, stir together mustard and half-and-half mixturesimmer until thickened, 3-4 minutes. Pour over scallops to serve.",31089
Brown celery and tarragon in hot oil in a 2 qt. saucepan until tender. Add broth and juice. Bring to a boil. Reduce heat. Add the other ingredients and simmer 20 minutes. Remove celery and tarragon. Slice the chicken and add to soup. Simmer until heated through. Garnish with celery and tarragon.,311567
"In a small heavy saucepan, melt the butter and add the orzo pasta and cook over medium heat until toasted. Add the chicken stock and bring to a boil. Add the rice and cook for 20 minutes or until the stock is absorbed and the rice is tender. Add the roasted red peppers and mix well. Sprinkle with the chili powder and the sweet smoked paprika and stir.",401429
Combine all ingredients except meat in medium bowl. Refrigerate. Remove steaks from marinade. Discard marinade. Grill over medium-high heat 10 minutes for medium rare. Top with herb mixture and serve.,28034
Pre-heat the oven to 150 degrees Celsius and grease the oven proof baking dish with olive oil flavored cooking spray. Mix the flour and pepper in a dish and dredge the chicken thighs in the flour. Heat the olive oil in the frypan and fry the chicken thighs until the flour is golden and crispy. In the slow cooker combine the white wine with the chicken stock. Add the garlic and the red onion and cook the onion until soft. Add the thyme and the green olives and season with salt and pepper. Place the fried chicken thighs in the slow cooker and cover with the wine and the stock mixture. Cook on high for 2 hours. Turn the slow cooker to low and cook for 2 more hours. Remove the chicken thighs from the slow cooker and add the lemon. Serve the chicken thighs with the sauce and the green olives.,287565
"Preheat oven to 350 degrees F (175 degrees C). Prick potatoes with fork in several places and bake in preheated oven for 45 minutes or until tender. Slice off top of each potato, being careful not to remove much of the potato underneath. Scoop potato meat into a medium bowlmash with a fork. Add sour cream, table cream, and beansmix well. Fill potatoes with bean mixture. Sprinkle potatoes with recaito. Bake potatoes in preheated oven until cheese melts, about 20 minutes. Top with picante sauce before serving.",19436
"Cream shortening and sugars. Beat in egg until mixed well. Add peanut butter and mix. Add flour, salt and soda. Mix well. Drop by spoonfuls onto a greased cookie sheet. Bake in 350 degree oven until done about 10 minutes.",342426
Slice cabbage into 1/4 inch strips. Saute in olive oil until crisp-tender. Remove from pan. Add chicken broth to pan. Simmer until reduced by 1/2. Stir in butter and sherry. Add cabbage back to pan. Season to taste. Cook an additional 1-2 minutes. Serve.,100417
Take a slice of bread and spread it with spaghetti sauce. Top with cheddar cheese and mozzarella cheese. Put a few slices of olive. Repeat until all bread slices are done. Heat in the microwave for 30 seconds. Serve.,315100
"Rinse rice and set aside. Heat oil in skillet over med-high heat. Saute onions and garlic till onions are soft. Add peppers and cook 5 minutes. Add broth and bring to a boil. Reduce heat and add rice. Cover and simmer 20 minutes. Stir in cilantro and salt. Fluff with a fork. Serve.
I am trying to find a recipe for a mushroom, rice and cheese dish. I got the recipe from a friend and have lost it. I need to make it for a potluck.
I have been looking for a recipe that has chicken, mushrooms, and rice. I saw one on another site. It looked good but I don't think that it is the recipe. Can you help me find it?
I have a recipe for a chicken and mushroom rice dish that my mom made when I was growing up. I would like to make it for dinner for my husband but I cannot find the recipe. Can you help?
I am looking for a recipe for a chicken, mushroom and rice dish. It",107843
"While egg is frying, put red onion and green bell pepper on the griddle. Add velveeta. When eggs are done, put them on the top and bottom of the tortilla. Then put the top on the griddle. Flip it after 3 minutes. Let the other side brown. Put on plate and cut into wedges. Serve with salsa.",372125
"Preheat oven to 375 degrees F (190 degrees C). Lightly grease muffin cups.Sift together the all-purpose flour, baking powder, and baking soda. In a large bowl, combine the granulated sugar and margarinebeat until creamy. Beat in the nonfat sour cream and egg substitute. Stir in the skim milk and the sifted dry ingredients just until moistened. Fill each cup three-fourths full. Bake for 25 minutes in the preheated oven, or until a toothpick inserted into the center of a muffin comes out clean. Allow the muffins to cool in the pan on a wire rack for 5 minutes before removing to cool completely. Yield: Makes 12 servings. Serving Size: 1 Muffin",210481
Cut Pastrami into strips about 1/2 inch thick and place over sauerkraut in a baking dish. Sprinkle with dressing. Cover with Shredded Hash Browns and top with cheese. Bake at 350F for 30 minutes or until golden brown. Cut into squares and serve with mustard or a side salad.,495750
In a large bowl beat the cream cheese until smooth. Add the sugar and beat until smooth. Add the peanut butter and beat until smooth. Fold in the cool whip. Pour into the pie crust. Top with chopped peanut butter cups. Refrigerate. Cut into wedges. Serve cold.,173053
"In a small bowl mix soy sauce, cumin, brown sugar and cayenne. Lay tuna on a plate and top with the mixture. Put the plate under the broiler until the tuna is cooked. Sprinkle with toasted sesame seeds and scallion.",446598
"Prepare english peas according to directions on package. Chop onion. Drain pimiento. In large bowl, combine all ingredients except paprika. Mix well. Sprinkle with paprika. Chill. Serve over lettuce. Makes 6 servings.",315568
Beat eggs in bowl until smooth. Add sugar and vanilla. Cook over medium-low heat until mixture thickens. Add milk and coco lopez. Cook until mixture thickens. Add cinnamon sticks and white rum. Beat until frothy. Transfer to bottles. Store in refrigerator.,293073
"Boil 3 cups of water in medium saucepan. Add salt to water and boil the cauliflower for 8 minutes. Drain and rinse the cauliflower in cold water. In a large skillet over medium-high heat, melt the butter until foamy. Add the flour and cook for 2 minutes while stirring constantly with a wire whisk to make a roux. Stir in the milk and bring to a boil while stirring constantly. Add the sour cream and continue to stir for 1 minute until mixture is smooth and thickened. Stir in the cauliflower and black pepper to taste. Transfer to an 8-inch square baking dish. Sprinkle the top with the cheddar cheese and bake for 30 minutes until golden brown on top. Serve immediately.",292219
Preheat oven to 350 degrees. Combine all filling ingredients in an 8x8 dish. Mix all topping ingredients in another bowl. Pour topping over fruit filling. Bake 45 minutes. Serves 6.,213277
"Heat olive oil in medium saucepan over medium heat. Add shallots and saute until softened, about 4 minutes. Add ginger and saute 1 minute more. Add zucchini and saute 2 to 3 minutes more until crisp-tender. Add chicken stock, orange juice, orange zest and orange juice concentrate, if using. Bring to boil, reduce heat. Simmer until vegetables are tender, about 10 minutes. Stir in yogurtseason to taste with salt and white pepper. Refrigerate several hours or overnight before serving.",242669
"In a small saucepan over medium low heat, melt baking chips with condensed milk. Stir until smooth and remove from heat. Stir in peppermint. Drop in red food coloring and stir. Spread into a wax paper lined 8x8 pan and sprinkle with crushed candy canes. Chill.",348593
Spread mustard on the bottom half of the bun. Layer greens and Fuji apple slices. Top with brie cheese. Season with salt and pepper. Top with the second half of the bun. Wrap in parchment paper and refrigerate for 1 hour. Remove from parchment paper. Cut into wedges and serve.,386753
Toss sweet potatoes with olive oil and season with black pepper and sea salt. Wrap in aluminium foil and bake in the oven for 1 hour at 180 degrees celsius. Slice the chicken breasts into thin strips. Heat olive oil in a pan and fry the chicken strips until cooked through. Remove the chicken from the pan and set aside. Heat another pan with olive oil and saute the onion for a couple of minutes until soft. Add the chicken and fry for a minute or so. Add the garlic and dried rosemary and stir-fry for a few seconds. Add the sweet potatoes and stir-fry for a further 3 minutes. Add the lemon juice and season with black pepper and sea salt. Serve immediately.,71235
"Place cauliflower in a large saucepan. Add 3 cups water. Cover and bring to a boil. Reduce heat to lowcover and simmer for 15 minutes or until tender. Drain cauliflower and transfer to a large bowl. Add 2 cups milk and 1/4 teaspoon saltmash until smooth. Stir in shallot, curry powder, heavy cream, ground pepper, and butter. Serve immediately.",158609
"Heat oil in skillet. Cook onions and pepper over low heat until softened, about 10 minutes. Add ground beefcook and stir until no longer pink. Drain fat. Add remaining ingredients except bunscook and stir 5 minutes. Top each bun half with 2/3 of the beef mixturetop with bun half. Makes 6 servings.",56279
Mix together first 7 ingredients. Form into patties. Brown in skillet with oil. Drain. Pour tomato sauce over patties. Sprinkle with parmesan. Bake at 350 for 1 hour. Serve over toast.,157898
Drain tuna and flake it. Add cereal and stir. Add egg substitute and green onions. Mix thoroughly. Refrigerate for 1 hour. Form into patties and place on a cookie sheet. Dip patties into dijonnaise and bake at 450 degrees for 15 minutes. Melt butter and lemon juice. Dip patties in butter and lemon juice mixture and bake for 5 minutes more. Serve immediately.,399729
"In a medium pot, cook onions and garlic for 2 minutes. Add rice. Stir for 1 minute. Add chicken broth and 1/4 teaspoon of salt and pepper. Bring to boil. Reduce heat to low. Simmer for 15 minutes or until rice is tender. Stir often. Remove from heat. Stir in corn and remaining 1/4 teaspoon of salt and pepper. Allow to sit for 2 minutes.",374989
"Boil the potatoes in their skins until cooked - about 30 minutes. What you are aiming for in this recipe is starchy mashed potato. As soon as the potatoes are cool enough to handle, peel them and either mash them or put them through a potato ricer. Peel the garlic cloves and pound them in a pestle with the lemon juice or use a hand-blender for this step. Mix the potato, garlic and ground almonds together thoroughly in a bowl, and then beat in the olive oil gradually with a wooden spoon. Beat in the whole egg and season with salt and pepper.",174339
"Preheat oven to 350. Cut the ends off of the zucchini. With a small knife, hollow out the center and save for filling. Slice the zucchini into rounds 1/4 to 1/2 inch thick. Mix together the cottage cheese and the corn. Sprinkle with salt and pepper. Divide the cottage cheese mixture evenly among the zucchini rounds. Roll up the zucchini rounds and place in a buttered casserole dish. Sprinkle the top with the chopped green onions. Bake 20 minutes until the tops are brown and bubbly. Sprinkle with the cheese. Bake 5 minutes longer.",7065
"Preheat oven to 400 degrees F. In a large skillet fry potatoes in oil until almost tender. Sprinkle with salt. Spread potatoes in a single layer in a 9 x 13 inch pan. Sprinkle with cheddar cheese. Bake until potatoes are done, about 10 minutes. Remove from oven. Sprinkle with green onion tops and bacon bits. Return to oven until bacon is crisp. Serve with sour cream.",60938
Heat oil in a saucepan and saute the shallots until softened. Then add the ginger and saute for 1-2 minutes. Next add the sweet potato and carrots and saute for 1-2 more minutes. Then add the broth and the curry powder and cook over medium heat for 20-30 minutes or until the veggies are very soft and tender. Turn off heat and blend with a hand held blender until smooth and season with more curry if you like or with some fresh lime juice and cilantro. Serve with some warm bread of your choice.,413410
Wash and stem berries. Mix with lemon juice and rind of lemon and cinnamon stick. Simmer 15 minutes. Strain and measure liquid. Measure 1 cup of liquid for every 1 cup of sugar and bring to boiling point and boil 5 minutes. Skim foam. Pour into sterilized glasses and seal.,237343
"Rinse and trim broccoli. Bring a large pot of water to a boil. Add broccoli. Cook for about 6 minutes or until crisp-tender. Remove from water and drain. Meanwhile, in a large bowl mix together shallots, garlic, oil, mustard, and vinegar. Add cooked broccoli. Toss well. Serve warm or cold.",125975
"Cut open the chipotle peppers and scrape out the seeds and pulp with a spoon. Place the peppers and the adobo sauce into a blender or food processor with the mayonnaise, sour cream, and cream cheese. Blend until smooth. Stir in the lime juice and season with salt to taste. Add the green onions if desired. Serve with tortilla chips.",167330
In a large skillet brown the chicken breast in butter. Place the chicken in a crock pot. In a small bowl combine the rest of the ingredients. Pour over the chicken. Cook on high for 4 hours or low for 8.,84907
Wash and dry all vegetables. Cut up all vegetables. Wash iceberg lettuce. Tear up lettuce. Put all vegetables in a bowl. Pour dressing over vegetables. Chill before serving.,319501
